item,item_id,item_name,group,group_tag,type,change,format,type,critical,speaker,stimuli,Exaggeration,sentence,sentence_revised,critical region,question,answer,hasquestion,
25,food_dir_sarc,food,2,food2,exp,negation,direct,sarcastic,healthy,Ryan,"Ryan and Sharon went out together and Ryan saw Sharon gorging on junk food all day. Ryan commented: ""You are living a very healthy life. You should take care of your body.""",1,"Ryan and Sharon went out together*and Ryan saw Sharon gorging on junk food all day.*Ryan commented: ""You are living a very*healthy*life. You should take care of your body.""","Ryan and Sharon went out together*and Ryan saw Sharon gorging on junk food all day.*Ryan commented:*""You are living a*very*healthy*life.*You should*take care of*your body.""",6,XXX,2,0,
25,food_ind_lit,food,3,food3,exp,negation,indirect,literal,unhealthy,Ryan,"Ryan and Sharon went out together and Ryan saw Sharon gorging on junk food all day. Ryan commented that Sharon was living a very unhealthy life, and should take care of her body.",1,"Ryan and Sharon went out together*and Ryan saw Sharon gorging on junk food all day.*Ryan commented that Sharon was living a very*unhealthy*life, and should take care of her body.","Ryan and Sharon went out together*and Ryan saw Sharon gorging on junk food all day.*Ryan commented that*Sharon was living a*very*unhealthy*life,*and should*take care of*her body.",6,XXX,2,0,
25,food_ind_sarc,food,4,food4,exp,negation,indirect,sarcastic,healthy,Ryan,"Ryan and Sharon went out together and Ryan saw Sharon gorging on junk food all day. Ryan commented that Sharon was living a very healthy life, and should take care of her body.",1,"Ryan and Sharon went out together*and Ryan saw Sharon gorging on junk food all day.*Ryan commented that Sharon was living a very*healthy*life, and should take care of her body.","Ryan and Sharon went out together*and Ryan saw Sharon gorging on junk food all day.*Ryan commented that*Sharon was living a*very*healthy*life*,*and should*take care of*her body.",6,XXX,2,0,
26,speech_dir_lit,speech,4,speech4,exp,adjective,direct,literal,a boring,Jacob,"Laura was asked to make a speech in class and everyone found her speech tedious. Jacob told Laura after class: ""What a boring speech. You should really practice your public speaking skills.""",0,"Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class: ""What*a boring*speech. You should really practice your public speaking skills.""","Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class:*""What*a boring*speech.*You should really*practice your public speaking skills.""",5,XXX,2,0,
26,speech_dir_sarc,speech,1,speech1,exp,adjective,direct,sarcastic,an engaging,Jacob,"Laura was asked to make a speech in class and everyone found her speech tedious. Jacob told Laura after class: ""What an engaging speech. You should really practice your public speaking skills.""",0,"Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class: ""What*an engaging*speech. You should really practice your public speaking skills.""","Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class:*""What*an engaging*speech.*You should really*practice your public speaking skills.""",5,XXX,2,0,
26,speech_ind_lit,speech,2,speech2,exp,adjective,indirect,literal,a boring,Jacob,Laura was asked to make a speech in class and everyone found her speech tedious. Jacob told Laura after class that it was a boring speech and she should really practice her public speaking skills.,0,Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class that it was*a boring*speech and she should really practice her public speaking skills.,Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class that*it was*a boring*speech*and she should really*practice her public speaking skills.,5,XXX,2,0,
26,speech_ind_sarc,speech,3,speech3,exp,adjective,indirect,sarcastic,an engaging,Jacob,Laura was asked to make a speech in class and everyone found her speech tedious. Jacob told Laura after class that it was an engaging speech and she should really practice her public speaking skills.,0,Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class that it was*an engaging*speech and she should really practice her public speaking skills.,Laura was asked to make a speech in class*and everyone found her speech tedious.*Jacob told Laura after class that*it was*an engaging*speech*and she should really*practice her public speaking skills.,5,XXX,2,0,
27,boots_dir_lit,boots,3,boots3,exp,adjective,direct,literal,ugly,Nicholas,"Dorothy had bad fashion sense. Last week, Nicholas found Dorothy wearing ugly shoes as usual and said: ""Your shoes are really ugly. You sould buy some nice clothes.""",1,"Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said: ""Your shoes are really*ugly.*You sould buy some nice clothes.""","Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said:*""Your shoes are*really*ugly.*You sould*buy some nice clothes.""",6,XXX,2,0,
27,boots_dir_sarc,boots,4,boots4,exp,adjective,direct,sarcastic,lovely,Nicholas,"Dorothy had bad fashion sense. Last week, Nicholas found Dorothy wearing ugly shoes as usual and said: ""Your shoes are really lovely. You sould buy some nice clothes.""",1,"Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said: ""Your shoes are really*lovely.*You sould buy some nice clothes.""","Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said:*""Your shoes are*really*lovely.*You sould*buy some nice clothes.""",6,XXX,2,0,
27,boots_ind_lit,boots,1,boots1,exp,adjective,indirect,literal,ugly,Nicholas,"Dorothy had bad fashion sense. Last week, Nicholas found Dorothy wearing ugly shoes as usual and said that her shoes were really ugly and she should buy some nice clothes.",1,"Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said that her shoes were really*ugly*and she should buy some nice clothes.","Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said that*her shoes were*really*ugly*and she should*buy some nice clothes.",6,XXX,2,0,
27,boots_ind_sarc,boots,2,boots2,exp,adjective,indirect,sarcastic,lovely,Nicholas,"Dorothy had bad fashion sense. Last week, Nicholas found Dorothy wearing ugly shoes as usual and said that her shoes were really lovely and she should buy some nice clothes.",1,"Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said that her shoes were really*lovely*and she should buy some nice clothes.","Dorothy had bad fashion sense.*Last week, Nicholas found Dorothy wearing ugly shoes as usual*and said that*her shoes were*really*lovely*and she should*buy some nice clothes.",6,XXX,2,0,
28,beggar_dir_lit,beggar,2,beggar2,exp,adjective,direct,literal,indifferent,Angela,"Angela and Eric were walking in a park. Angela saw Eric walk past a beggar in the park without giving him any money, so Angela said: ""You are surprisingly indifferent,"" and went back to leave some coins for the beggar.",1,"Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said: ""You are surprisingly*indifferent,""*and went back to leave some coins for the beggar.","Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said:*""You are*surprisingly*indifferent,""*and went back*to leave some coins*for the beggar.",6,XXX,2,0,
28,beggar_dir_sarc,beggar,3,beggar3,exp,adjective,direct,sarcastic,generous,Angela,"Angela and Eric were walking in a park. Angela saw Eric walk past a beggar in the park without giving him any money, so Angela said: ""You are surprisingly generous,"" and went back to leave some coins for the beggar.",1,"Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said: ""You are surprisingly*generous,""*and went back to leave some coins for the beggar.","Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said:*""You are*surprisingly*generous,""*and went back*to leave some coins*for the beggar.",6,XXX,2,0,
28,beggar_ind_lit,beggar,4,beggar4,exp,adjective,indirect,literal,indifferent,Angela,"Angela and Eric were walking in a park. Angela saw Eric walk past a beggar in the park without giving him any money, so Angela said that Eric was surprisingly indifferent, and went back to leave some coins for the beggar.",1,"Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said that Eric was surprisingly*indifferent,*and went back to leave some coins for the beggar.","Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said that*Eric was*surprisingly*indifferent,*and went back*to leave some coins*for the beggar.",6,XXX,2,0,
28,beggar_ind_sarc,beggar,1,beggar1,exp,adjective,indirect,sarcastic,generous,Angela,"Angela and Eric were walking in a park. Angela saw Eric walk past a beggar in the park without giving him any money, so Angela said that Eric was surprisingly generous, and went back to leave some coins for the beggar.",1,"Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said that Eric was surprisingly*generous,*and went back to leave some coins for the beggar.","Angela and Eric were walking in a park.*Angela saw Eric walk past a beggar in the park without giving him any money,*so Angela said that*Eric was*surprisingly*generous,*and went back*to leave some coins*for the beggar.",6,XXX,2,0,
29,lifting_dir_lit,lifting,1,lifting1,exp,adjective,direct,literal,weak,Shirley,"Shirley and Jonathan went to the gym together. Shirley found that Jonathan had some difficulty lifting the lightest weights. After the gym, Shirley told Jonathan: ""You are incredibly weak. You need more practice.""",1,"Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym, Shirley told Jonathan: ""You are incredibly*weak.*You need more practice.""","Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym,*Shirley told Jonathan:*""You are*incredibly*weak.*You need*more practice.""",7,XXX,2,0,
29,lifting_dir_sarc,lifting,2,lifting2,exp,adjective,direct,sarcastic,strong,Shirley,"Shirley and Jonathan went to the gym together. Shirley found that Jonathan had some difficulty lifting the lightest weights. After the gym, Shirley told Jonathan: ""You are incredibly strong. You need more practice.""",1,"Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym, Shirley told Jonathan: ""You are incredibly*strong.*You need more practice.""","Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym,*Shirley told Jonathan:*""You are*incredibly*strong.*You need*more practice.""",7,XXX,2,0,
29,lifting_ind_lit,lifting,3,lifting3,exp,adjective,indirect,literal,weak,Shirley,"Shirley and Jonathan went to the gym together. Shirley found that Jonathan had some difficulty lifting the lightest weights. After the gym, Shirley told Jonathan that he was incredibly weak and needed more practice.",1,"Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym, Shirley told Jonathan that he was incredibly*weak*and needed more practice.","Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym,*Shirley told Jonathan that*he was*incredibly*weak*and needed*more practice.",7,XXX,2,0,
29,lifting_ind_sarc,lifting,4,lifting4,exp,adjective,indirect,sarcastic,strong,Shirley,"Shirley and Jonathan went to the gym together. Shirley found that Jonathan had some difficulty lifting the lightest weights. After the gym, Shirley told Jonathan that he was incredibly strong and needed more practice.",1,"Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym, Shirley told Jonathan that he was incredibly*strong*and needed more practice.","Shirley and Jonathan went to the gym together.*Shirley found that Jonathan had some difficulty lifting the lightest weights.*After the gym,*Shirley told Jonathan that*he was*incredibly*strong*and needed*more practice.",7,XXX,2,0,
30,gift_dir_lit,gift,4,gift4,exp,adjective,direct,literal,selfish,Emma,"Emma and Stephen were gifted with a very expensive cake, but when Emma came home, she found Stephen had eaten all the cake. Emma said: ""It's pretty selfish of you not to leave any cake.""",1,"Emma and Stephen were gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said: ""It's pretty*selfish*of you not to leave any cake.""","Emma and Stephen were gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said:*""It's*pretty*selfish*of you not to*leave any cake.""",6,XXX,2,0,
30,gift_dir_sarc,gift,1,gift1,exp,adjective,direct,sarcastic,selfless,Emma,"Emma and Stephen was gifted with a very expensive cake, but when Emma came home, she found Stephen had eaten all the cake. Emma said: ""It's pretty selfless of you not to leave any cake.""",1,"Emma and Stephen was gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said: ""It's pretty*selfless*of you not to leave any cake.""","Emma and Stephen was gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said:*""It's*pretty*selfless*of you not to*leave any cake.""",6,XXX,2,0,
30,gift_ind_lit,gift,2,gift2,exp,adjective,indirect,literal,selfish,Emma,"Emma and Stephen were gifted with a very expensive cake, but when Emma came home, she found Stephen had eaten all the cake. Emma said that it was pretty selfish of Stephen not to leave any cake.",1,"Emma and Stephen were gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said that it was pretty*selfish*of Stephen not to leave any cake.","Emma and Stephen were gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said that*it was*pretty*selfish*of Stephen not to*leave any cake.",6,XXX,2,0,
30,gift_ind_sarc,gift,3,gift3,exp,adjective,indirect,sarcastic,selfless,Emma,"Emma and Stephen were gifted with a very expensive cake, but when Emma came home, she found Stephen had eaten all the cake. Emma said that it was pretty selfless of Stephen not to leave any cake.",1,"Emma and Stephen were gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said that it was pretty*selfless*of Stephen not to leave any cake.","Emma and Stephen were gifted with a very expensive cake,*but when Emma came home, she found Stephen had eaten all the cake.*Emma said that*it was*pretty*selfless*of Stephen not to*leave any cake.",6,XXX,2,0,
31,memory_dir_lit,memory,3,memory3,exp,adjective,direct,literal,bad,Brenda,"Justin forgets things regularly. This time, Justin forgot to bring his student card to the exam. Brenda commented: ""Your memory is too bad to remember anything.""",1,"Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented: ""Your memory is too*bad*to remember anything.""","Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented:*""Your memory is*too*bad*to remember*anything.""",6,XXX,2,0,
31,memory_dir_sarc,memory,4,memory4,exp,adjective,direct,sarcastic,good,Brenda,"Justin forgets things regularly. This time, Justin forgot to bring his student card to the exam. Brenda commented: ""Your memory is too good to remember anything.""",1,"Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented: ""Your memory is too*good*to remember anything.""","Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented:*""Your memory is*too*good*to remember*anything.""",6,XXX,2,0,
31,memory_ind_lit,memory,1,memory1,exp,adjective,indirect,literal,bad,Brenda,"Justin forgets things regularly. This time, Justin forgot to bring his student card to the exam. Brenda commented that Justin's memory was too bad to remember anything.",1,"Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented that Justin's memory was too*bad*to remember anything.","Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented that*Justin's memory was*too*bad*to remember*anything.",6,XXX,2,0,
31,memory_ind_sarc,memory,2,memory2,exp,adjective,indirect,sarcastic,good,Brenda,"Justin forgets things regularly. This time, Justin forgot to bring his student card to the exam. Brenda commented that Justin's memory was too good to remember anything.",1,"Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented that Justin's memory was too*good*to remember anything.","Justin forgets things regularly.*This time, Justin forgot to bring his student card to the exam.*Brenda commented that*Justin's memory was*too*good*to remember*anything.",6,XXX,2,0,
32,guide_dir_lit,guide,2,guide2,exp,adjective,direct,literal,terrible,Nicole,"Nicole and Scott were travelling together. Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks. Nicole told Scott later: ""You are a terrible guide. I won't let you lead the way any more.""",0,"Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later: ""You are a*terrible*guide. I won't let you lead the way any more.""","Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later:*""You are a*terrible*guide.*I won't let you*lead the way*any more.""",5,XXX,2,0,
32,guide_dir_sarc,guide,3,guide3,exp,adjective,direct,sarcastic,fantastic,Nicole,"Nicole and Scott were travelling together. Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks. Nicole told Scott later: ""You are a fantastic guide. I won't let you lead the way any more.""",0,"Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later: ""You are a*fantastic*guide. I won't let you lead the way any more.""","Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later:*""You are a*fantastic*guide.*I won't let you*lead the way*any more.""",5,XXX,2,0,
32,guide_ind_lit,guide,4,guide4,exp,adjective,indirect,literal,terrible,Nicole,"Nicole and Scott were travelling together. Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks. Nicole told Scott later that he was a terrible guide and she wouldn't let him lead the way any more.",0,"Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later that he was a*terrible*guide and she wouldn't let him lead the way any more.","Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later that*he was a*terrible*guide*and she wouldn't let him*lead the way*any more.",5,XXX,2,0,
32,guide_ind_sarc,guide,1,guide1,exp,adjective,indirect,sarcastic,fantastic,Nicole,"Nicole and Scott were travelling together. Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks. Nicole told Scott later that he was a fantastic guide and she wouldn't let him lead the way any more.",0,"Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later that he was a*fantastic*guide and she wouldn't let him lead the way any more.","Nicole and Scott were travelling together.*Scott took the responsibility of leading the way, but directed Nicole onto several wrong tracks.*Nicole told Scott later that*he was a*fantastic*guide*and she wouldn't let him*lead the way*any more.",5,XXX,2,0,
